ID	Relation	RelType	NE	X	Y	Y'	NEType	MeSH	Sent
1298	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	In contrast , down-regulation of miR-203 expression promoted renal cancer cell growth and metastasis ( P ? < ? 0.05 ) .
1297	inhibit	negative	mir-203	627.0308	858.9225	858.9225	miRNA		Transient forced expression of miR-203 inhibited renal cancer cell growth and metastasis ( P ? < ? 0.05 ) .
1297	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Transient forced expression of miR-203 inhibited renal cancer cell growth and metastasis ( P ? < ? 0.05 ) .
1157	inhibit	negative	mir-203	627.0308	858.9225	858.9225	miRNA		These findings provide further evidence that a crucial role for miR-203 in inhibiting metastasis of PCa through the suppression of Rap1A expression .
1157	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	These findings provide further evidence that a crucial role for miR-203 in inhibiting metastasis of PCa through the suppression of Rap1A expression .
1076	regulate	positive	mir-203	627.0308	858.9225	858.9225	miRNA		Taken together , our results demonstrated that miR-203 regulated melanoma invasive and proliferative abilities in part by targeting BMI1 , providing new insights into potential mechanisms of melanoma metastasis .
1076	regulate	positive	melanoma 	1015.848	838.0021	838.0021	Cancer	D012878	Taken together , our results demonstrated that miR-203 regulated melanoma invasive and proliferative abilities in part by targeting BMI1 , providing new insights into potential mechanisms of melanoma metastasis .
1075	regulate	positive	mir-203	627.0308	858.9225	858.9225	miRNA		In this study , we revealed a miR-203-BMI1 axis that regulated melanoma metastasis .
1075	regulate	positive	melanoma 	1015.848	838.0021	838.0021	Cancer	D012878	In this study , we revealed a miR-203-BMI1 axis that regulated melanoma metastasis .
973	inhibit	negative	mir-203	627.0308	858.9225	858.9225	miRNA		In vivo genetic reconstitution experiments show that miR-203 inhibits lung metastasis by suppressing the prometastatic activities of three factors involved in cytoskeletal dynamics ( LASP1 ) , extracellular matrix remodeling ( SPARC ) , and cell metabolism ( NUAK1 ) .
973	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	In vivo genetic reconstitution experiments show that miR-203 inhibits lung metastasis by suppressing the prometastatic activities of three factors involved in cytoskeletal dynamics ( LASP1 ) , extracellular matrix remodeling ( SPARC ) , and cell metabolism ( NUAK1 ) .
972	trigger	positive	mir-203	627.0308	858.9225	858.9225	miRNA		We report that miR-203 , a miRNA that triggers differentiation in multilayered epithelia , inhibits multiple postextravasation events during HNSCC lung metastasis .
972	trigger	positive	hnscc	1221.107	590.7296	590.7296	Cancer	D006258	We report that miR-203 , a miRNA that triggers differentiation in multilayered epithelia , inhibits multiple postextravasation events during HNSCC lung metastasis .
971	inhibit	negative	mir-203	627.0308	858.9225	858.9225	miRNA		Rewiring of an epithelial differentiation factor , miR-203 , to inhibit human squamous cell carcinoma metastasis .
971	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Rewiring of an epithelial differentiation factor , miR-203 , to inhibit human squamous cell carcinoma metastasis .
847	activate	positive	mir-203	627.0308	858.9225	858.9225	miRNA		We propose that the loss of miR-203 is a molecular link in the progression of prostate cancer metastasis and TKIs resistance characterized by high EGFR ligands output and anti-apoptotic proteins activation .
847	activate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	We propose that the loss of miR-203 is a molecular link in the progression of prostate cancer metastasis and TKIs resistance characterized by high EGFR ligands output and anti-apoptotic proteins activation .
846	activate	positive	mir-203	627.0308	858.9225	858.9225	miRNA		We propose that the loss of miR-203 is a molecular link in the progression of prostate cancer metastasis and TKIs resistance characterized by high EGFR ligands output and anti-apoptotic proteins activation .
846	activate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	We propose that the loss of miR-203 is a molecular link in the progression of prostate cancer metastasis and TKIs resistance characterized by high EGFR ligands output and anti-apoptotic proteins activation .
842	regulate	positive	mir-203	627.0308	858.9225	858.9225	miRNA		Loss of EGFR signaling regulated miR-203 promotes prostate cancer bone metastasis and tyrosine kinase inhibitors resistance .
842	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Loss of EGFR signaling regulated miR-203 promotes prostate cancer bone metastasis and tyrosine kinase inhibitors resistance .
841	regulate	positive	mir-203	627.0308	858.9225	858.9225	miRNA		Loss of EGFR signaling regulated miR-203 promotes prostate cancer bone metastasis and tyrosine kinase inhibitors resistance .
841	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Loss of EGFR signaling regulated miR-203 promotes prostate cancer bone metastasis and tyrosine kinase inhibitors resistance .
824	downregulate	negative	mir-203	627.0308	858.9225	858.9225	miRNA		In conclusion , our results have revealed a new regulatory mechanism that involves C/EBP?] -LIP-mediated downregulation of miR-203 , which plays a key role in EMT and metastasis .
824	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	In conclusion , our results have revealed a new regulatory mechanism that involves C/EBP?] -LIP-mediated downregulation of miR-203 , which plays a key role in EMT and metastasis .
801	effect	neutral	mir-203	627.0308	858.9225	858.9225	miRNA		Therefore , the results demonstrated that miR-203 exhibited an inhibitory effect on MM cell migration via directly targeting versican , thus , may become an effective inhibitor for MM metastasis .
801	effect	neutral	melanoma 	1015.848	838.0021	838.0021	Cancer	D012878	Therefore , the results demonstrated that miR-203 exhibited an inhibitory effect on MM cell migration via directly targeting versican , thus , may become an effective inhibitor for MM metastasis .
363	downregulate	negative	mir-203	627.0308	858.9225	858.9225	miRNA		Aberrant expression of miR-20a was correlated with lymph node metastasis ( LNM ) , histological grade and tumor diameter , but down-regulated miR-203 was correlated with LNM only .
363	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Aberrant expression of miR-20a was correlated with lymph node metastasis ( LNM ) , histological grade and tumor diameter , but down-regulated miR-203 was correlated with LNM only .
1786	inhibit	negative	mir-339	631.9277	860.9595	860.9595	miRNA		miR-339-3p inhibits proliferation and metastasis of colorectal cancer .
1786	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-339-3p inhibits proliferation and metastasis of colorectal cancer .
1477	control	neutral	mir-339	631.9277	860.9595	860.9595	miRNA		Based on the results obtained in the last decade , some miRNAs are emerging as biomarkers of BC for diagnosis ( i.e. , miR-9 , miR-10b , and miR-17-5p ) , prognosis ( i.e. , miR-148a and miR-335 ) , and prediction of therapeutic outcomes ( i.e. , miR-30c , miR-187 , and miR-339-5p ) and have important roles in the control of BC hallmark functions such as invasion , metastasis , proliferation , resting death , apoptosis , and genomic instability .
1477	control	neutral	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Based on the results obtained in the last decade , some miRNAs are emerging as biomarkers of BC for diagnosis ( i.e. , miR-9 , miR-10b , and miR-17-5p ) , prognosis ( i.e. , miR-148a and miR-335 ) , and prediction of therapeutic outcomes ( i.e. , miR-30c , miR-187 , and miR-339-5p ) and have important roles in the control of BC hallmark functions such as invasion , metastasis , proliferation , resting death , apoptosis , and genomic instability .
849	inhibit	negative	mir-339	631.9277	860.9595	860.9595	miRNA		miR-339-5p inhibits cell migration and invasion in vitro and may be associated with the tumor-node-metastasis staging and lymph node metastasis of non-small cell lung cancer .
849	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-339-5p inhibits cell migration and invasion in vitro and may be associated with the tumor-node-metastasis staging and lymph node metastasis of non-small cell lung cancer .
848	inhibit	negative	mir-339	631.9277	860.9595	860.9595	miRNA		miR-339-5p inhibits cell migration and invasion in vitro and may be associated with the tumor-node-metastasis staging and lymph node metastasis of non-small cell lung cancer .
848	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-339-5p inhibits cell migration and invasion in vitro and may be associated with the tumor-node-metastasis staging and lymph node metastasis of non-small cell lung cancer .
727	downregulate	negative	mir-339	631.9277	860.9595	860.9595	miRNA		The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
727	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
726	downregulate	negative	mir-339	631.9277	860.9595	860.9595	miRNA		The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
726	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
356	inhibit	negative	mir-339	631.9277	860.9595	860.9595	miRNA		In conclusion , our results demonstrate that miR-339-5p functions as a tumor suppressor and plays a role in inhibiting growth and metastasis of CRC cells through targeting PRL-1 and regulating p-ERK1/2 .These findings suggest that miR-339-5p may be useful as a new potential therapeutic target for CRC .
356	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In conclusion , our results demonstrate that miR-339-5p functions as a tumor suppressor and plays a role in inhibiting growth and metastasis of CRC cells through targeting PRL-1 and regulating p-ERK1/2 .These findings suggest that miR-339-5p may be useful as a new potential therapeutic target for CRC .
355	regulate	positive	mir-339	631.9277	860.9595	860.9595	miRNA		MiR-339-5p regulates the growth , colony formation and metastasis of colorectal cancer cells by targeting PRL-1 .
355	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MiR-339-5p regulates the growth , colony formation and metastasis of colorectal cancer cells by targeting PRL-1 .
1108	promote	positive	microrna-135b	636.8486	862.9378	862.9378	miRNA		MicroRNA-135b , a HSF1 target , promotes tumor invasion and metastasis by regulating RECK and EVI5 in hepatocellular carcinoma .
1108	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	MicroRNA-135b , a HSF1 target , promotes tumor invasion and metastasis by regulating RECK and EVI5 in hepatocellular carcinoma .
534	regulate	positive	microrna-135b	636.8486	862.9378	862.9378	miRNA		MicroRNA-135b regulates metastasis suppressor 1 expression and promotes migration and invasion in colorectal cancer .
534	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MicroRNA-135b regulates metastasis suppressor 1 expression and promotes migration and invasion in colorectal cancer .
354	promote	positive	microrna-135b	636.8486	862.9378	862.9378	miRNA		MicroRNA-135b promotes lung cancer metastasis by regulating multiple targets in the Hippo pathway and LZTS1 .
354	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	MicroRNA-135b promotes lung cancer metastasis by regulating multiple targets in the Hippo pathway and LZTS1 .
353	regulate	positive	mir-320a/c	641.7928	864.8572	864.8572	miRNA		Regulation of GNAI1 by miR-320a/c/d indicates new therapeutic avenues for targeting HCC metastasis .
353	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Regulation of GNAI1 by miR-320a/c/d indicates new therapeutic avenues for targeting HCC metastasis .
352	enhance	positive	mirna-222	646.7595	866.7173	866.7173	miRNA		In addition , enhanced expression of miRNA-221 and miRNA-222 was found in patients with cervical lymph node metastasis and advanced TNM stage .
352	enhance	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	In addition , enhanced expression of miRNA-221 and miRNA-222 was found in patients with cervical lymph node metastasis and advanced TNM stage .
1161	inhibit	negative	mirna-221	651.7481	868.5181	868.5181	miRNA		Combination of ASOs therapy against miRNA-21 and miRNA-221 significantly inhibited primary tumor growth and metastasis compared to single antagomir treatment , especially , in L3.6plGres-SP-induced pancreatic tumor growth in vivo .
1161	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Combination of ASOs therapy against miRNA-21 and miRNA-221 significantly inhibited primary tumor growth and metastasis compared to single antagomir treatment , especially , in L3.6plGres-SP-induced pancreatic tumor growth in vivo .
351	enhance	positive	mirna-221	651.7481	868.5181	868.5181	miRNA		In addition , enhanced expression of miRNA-221 and miRNA-222 was found in patients with cervical lymph node metastasis and advanced TNM stage .
351	enhance	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	In addition , enhanced expression of miRNA-221 and miRNA-222 was found in patients with cervical lymph node metastasis and advanced TNM stage .
350	upregulate	positive	mirna-214	656.7578	870.2591	870.2591	miRNA		Ours is the first report that demonstrates significant up-regulation of miRNA-21 and miRNA-214 in tumor cells from ascites of patients with EOC compared to omental metastasis .
350	upregulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Ours is the first report that demonstrates significant up-regulation of miRNA-21 and miRNA-214 in tumor cells from ascites of patients with EOC compared to omental metastasis .
1160	inhibit	negative	mirna-21	661.788	871.9401	871.9401	miRNA		Combination of ASOs therapy against miRNA-21 and miRNA-221 significantly inhibited primary tumor growth and metastasis compared to single antagomir treatment , especially , in L3.6plGres-SP-induced pancreatic tumor growth in vivo .
1160	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Combination of ASOs therapy against miRNA-21 and miRNA-221 significantly inhibited primary tumor growth and metastasis compared to single antagomir treatment , especially , in L3.6plGres-SP-induced pancreatic tumor growth in vivo .
349	upregulate	positive	mirna-21	661.788	871.9401	871.9401	miRNA		Ours is the first report that demonstrates significant up-regulation of miRNA-21 and miRNA-214 in tumor cells from ascites of patients with EOC compared to omental metastasis .
349	upregulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Ours is the first report that demonstrates significant up-regulation of miRNA-21 and miRNA-214 in tumor cells from ascites of patients with EOC compared to omental metastasis .
1965	promote	positive	mir-200s	666.838	873.5609	873.5609	miRNA		H19 Functions as a ceRNA in Promoting Metastasis Through Decreasing miR-200s Activity in Osteosarcoma .
1965	promote	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	H19 Functions as a ceRNA in Promoting Metastasis Through Decreasing miR-200s Activity in Osteosarcoma .
696	stimulate	positive	mir-200s	666.838	873.5609	873.5609	miRNA		In this issue of Cancer Cell , Yuan and colleagues discover a novel TGF-?] -induced lncRNA , lncRNA-ATB , which stimulates EMT through sequestering miR-200s and facilitates colonization by stabilizing IL-11 mRNA , thus promoting both early and late steps of cancer metastasis .
696	stimulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	In this issue of Cancer Cell , Yuan and colleagues discover a novel TGF-?] -induced lncRNA , lncRNA-ATB , which stimulates EMT through sequestering miR-200s and facilitates colonization by stabilizing IL-11 mRNA , thus promoting both early and late steps of cancer metastasis .
675	enhance	positive	mir-200s	666.838	873.5609	873.5609	miRNA		Loss of miR-200s has been shown to enhance cancer aggressiveness and metastasis , whereas replacement of miR-200 miRNAs has been shown to inhibit cell growth in several types of tumors , including lung cancer .
675	enhance	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Loss of miR-200s has been shown to enhance cancer aggressiveness and metastasis , whereas replacement of miR-200 miRNAs has been shown to inhibit cell growth in several types of tumors , including lung cancer .
404	recognize	neutral	mir-200s	666.838	873.5609	873.5609	miRNA		ZEB1 , ZEB2 and SLUG , miR-200s are currently recognized as master regulators of EMT , thereby suppressing cancer invasion and metastasis .
404	recognize	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	ZEB1 , ZEB2 and SLUG , miR-200s are currently recognized as master regulators of EMT , thereby suppressing cancer invasion and metastasis .
346	induce	positive	mir-200s	666.838	873.5609	873.5609	miRNA		The ZEB1 transcription factor is best known as an inducer of epithelial-mesenchymal transitions ( EMT ) in cancer metastasis , acting through transcriptional repression of CDH1 ( encoding E-cadherin ) and the EMT-suppressing microRNA-200s ( miR-200s ) .
346	induce	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	The ZEB1 transcription factor is best known as an inducer of epithelial-mesenchymal transitions ( EMT ) in cancer metastasis , acting through transcriptional repression of CDH1 ( encoding E-cadherin ) and the EMT-suppressing microRNA-200s ( miR-200s ) .
345	induce	positive	microrna-200s	671.9069	875.1213	875.1213	miRNA		The ZEB1 transcription factor is best known as an inducer of epithelial-mesenchymal transitions ( EMT ) in cancer metastasis , acting through transcriptional repression of CDH1 ( encoding E-cadherin ) and the EMT-suppressing microRNA-200s ( miR-200s ) .
345	induce	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	The ZEB1 transcription factor is best known as an inducer of epithelial-mesenchymal transitions ( EMT ) in cancer metastasis , acting through transcriptional repression of CDH1 ( encoding E-cadherin ) and the EMT-suppressing microRNA-200s ( miR-200s ) .
1815	affect	neutral	mir-20a	676.994	876.621	876.621	miRNA		The aim of this research was to study how HPV-16 E7 affects the proliferation , invasion , and metastasis of oral squamous cell carcinoma ( OSCC ) cells by upregulating the expression of miR-20a .
1815	affect	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	The aim of this research was to study how HPV-16 E7 affects the proliferation , invasion , and metastasis of oral squamous cell carcinoma ( OSCC ) cells by upregulating the expression of miR-20a .
1814	inhibit	negative	mir-20a	676.994	876.621	876.621	miRNA		HPV 16 E7 inhibits OSCC cell proliferation , invasion , and metastasis by upregulating the expression of miR-20a .
1814	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	HPV 16 E7 inhibits OSCC cell proliferation , invasion , and metastasis by upregulating the expression of miR-20a .
1272	promote	positive	mir-20a	676.994	876.621	876.621	miRNA		Our results suggest microRNA involvement in malignant pituitary progression , whereby increased miR-20a , miR-106b and miR-17-5p promote metastasis by attenuating PTEN and TIMP2 in pituitary carcinoma .
1272	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Our results suggest microRNA involvement in malignant pituitary progression , whereby increased miR-20a , miR-106b and miR-17-5p promote metastasis by attenuating PTEN and TIMP2 in pituitary carcinoma .
1244	control	neutral	mir-20a	676.994	876.621	876.621	miRNA		In this study , we detected the relationship between miR-20a and the development of cervical cancer by qRT-PCR , we found that the expression level of miR-20a was significantly higher in cervical cancer patients than in normal controls , the aberrant expression of miR-20a was correlated with lymph node metastasis , histological grade and tumor diameter .
1244	control	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	In this study , we detected the relationship between miR-20a and the development of cervical cancer by qRT-PCR , we found that the expression level of miR-20a was significantly higher in cervical cancer patients than in normal controls , the aberrant expression of miR-20a was correlated with lymph node metastasis , histological grade and tumor diameter .
1243	promote	positive	mir-20a	676.994	876.621	876.621	miRNA		MiR-20a promotes cervical cancer proliferation and metastasis in vitro and in vivo .
1243	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-20a promotes cervical cancer proliferation and metastasis in vitro and in vivo .
854	inhibit	negative	mir-20a	676.994	876.621	876.621	miRNA		MiR-20a inhibits cutaneous squamous cell carcinoma metastasis and proliferation by directly targeting LIMK1 .
854	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-20a inhibits cutaneous squamous cell carcinoma metastasis and proliferation by directly targeting LIMK1 .
362	downregulate	negative	mir-20a	676.994	876.621	876.621	miRNA		Aberrant expression of miR-20a was correlated with lymph node metastasis ( LNM ) , histological grade and tumor diameter , but down-regulated miR-203 was correlated with LNM only .
362	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Aberrant expression of miR-20a was correlated with lymph node metastasis ( LNM ) , histological grade and tumor diameter , but down-regulated miR-203 was correlated with LNM only .
343	induce	positive	mir-20a	676.994	876.621	876.621	miRNA		The ectopic expression of miR-20a could induce epithelial-mesenchymal transition and enhance metastasis of GBC cells in vitro and in vivo , by directly targeting the 3 ' UTR of Smad7 , and subsequently promoting nuclear translocation of ?] -catenin .
343	induce	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The ectopic expression of miR-20a could induce epithelial-mesenchymal transition and enhance metastasis of GBC cells in vitro and in vivo , by directly targeting the 3 ' UTR of Smad7 , and subsequently promoting nuclear translocation of ?] -catenin .
342	upregulate	positive	mir-20a	676.994	876.621	876.621	miRNA		Among them , the upregulation of pro-metastatic miR-20a was closely associated with local invasion , distant metastasis , and poor prognosis of 67 followed-up GBC patients , clinically .
342	upregulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Among them , the upregulation of pro-metastatic miR-20a was closely associated with local invasion , distant metastasis , and poor prognosis of 67 followed-up GBC patients , clinically .
341	trigger	positive	mir-20a	676.994	876.621	876.621	miRNA		MiR-20a triggers metastasis of gallbladder carcinoma .
341	trigger	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-20a triggers metastasis of gallbladder carcinoma .
340	promote	positive	mir-23a/24	682.0988	878.0599	878.0599	miRNA		Forced expression of the miR-23a/24-2/27a cluster promoted mammary carcinoma cell migration , invasion , and hepatic metastasis , through targeting Sprouty2 ( SPRY2 ) and consequent activation of p44/42 MAPK .
340	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Forced expression of the miR-23a/24-2/27a cluster promoted mammary carcinoma cell migration , invasion , and hepatic metastasis , through targeting Sprouty2 ( SPRY2 ) and consequent activation of p44/42 MAPK .
339	promote	positive	mir-23a/24	682.0988	878.0599	878.0599	miRNA		c-MYC-regulated miR-23a/24-2/27a cluster promotes mammary carcinoma cell invasion and hepatic metastasis by targeting Sprouty2 .
339	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	c-MYC-regulated miR-23a/24-2/27a cluster promotes mammary carcinoma cell invasion and hepatic metastasis by targeting Sprouty2 .
1011	inhibit	negative	mir-219	687.2203	879.4377	879.4377	miRNA		Taken together , miR-219 inhibited growth and metastasis by targeting PRKCI and might be used as a potential target for the treatment of TSCC .
1011	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Taken together , miR-219 inhibited growth and metastasis by targeting PRKCI and might be used as a potential target for the treatment of TSCC .
1010	inhibit	negative	mir-219	687.2203	879.4377	879.4377	miRNA		miR-219 inhibits the growth and metastasis of TSCC cells by targeting PRKCI .
1010	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-219 inhibits the growth and metastasis of TSCC cells by targeting PRKCI .
336	regulate	positive	mir-219	687.2203	879.4377	879.4377	miRNA		miR-219-2-3p is potentially involved in gastric cancer progression and metastasis by regulating ERK1/2-related signal pathways , which may provide a novel therapeutic strategy for treatment of gastric cancer .
336	regulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	miR-219-2-3p is potentially involved in gastric cancer progression and metastasis by regulating ERK1/2-related signal pathways , which may provide a novel therapeutic strategy for treatment of gastric cancer .
737	downregulate	negative	mir-564	692.358	880.7542	880.7542	miRNA		The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
737	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
736	downregulate	negative	mir-564	692.358	880.7542	880.7542	miRNA		The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
736	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
323	upregulate	positive	mir-564	692.358	880.7542	880.7542	miRNA		The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
323	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
322	upregulate	positive	mir-664*	697.511	882.0093	882.0093	miRNA		The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
322	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
2042	inhibit	negative	mir-542	702.6786	883.2026	883.2026	miRNA		Exogenous expression of miR-542-3p resulted in marked inhibition of melanoma cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in ? vitro and lung metastasis in ? vivo .
2042	inhibit	negative	melanoma 	1015.848	838.0021	838.0021	Cancer	D012878	Exogenous expression of miR-542-3p resulted in marked inhibition of melanoma cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in ? vitro and lung metastasis in ? vivo .
2041	inhibit	negative	mir-542	702.6786	883.2026	883.2026	miRNA		Exogenous expression of miR-542-3p resulted in marked inhibition of melanoma cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in ? vitro and lung metastasis in ? vivo .
2041	inhibit	negative	melanoma 	1015.848	838.0021	838.0021	Cancer	D012878	Exogenous expression of miR-542-3p resulted in marked inhibition of melanoma cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in ? vitro and lung metastasis in ? vivo .
2040	suppress	negative	mir-542	702.6786	883.2026	883.2026	miRNA		miR-542-3p suppresses invasion and metastasis by targeting the proto-oncogene serine/threonine protein kinase , PIM1 , in melanoma .
2040	suppress	negative	melanoma 	1015.848	838.0021	838.0021	Cancer	D012878	miR-542-3p suppresses invasion and metastasis by targeting the proto-oncogene serine/threonine protein kinase , PIM1 , in melanoma .
